最小統計區代碼,X,Y
A6301-0636-00,308150.18358,2771403.44906
A6301-0637-00,308076.05732,2771402.4698
A6301-0638-00,305197.86754,2771402.09446
A6301-0639-00,307999.93715,2771401.07923
A6301-0640-00,307950.04684,2771402.49518
A6301-0641-00,307880.16028,2771400.84663
A6301-0642-00,307789.19207,2771399.89919
A6301-0643-00,306929.86085,2771399.15498
A6301-0644-00,304923.11783,2771395.61243
A6301-0645-00,307280.97191,2771392.69343
A6301-0646-00,307390.89641,2771390.65504
A6301-0647-00,307601.39208,2771388.84192
A6301-0648-00,306073.62557,2771386.02853
A6301-0649-00,306856.09445,2771386.02019
A6301-0650-00,307311.17755,2771376.14339
A6301-0651-00,305793.97409,2771379.42621
A6301-0652-00,306794.7181,2771378.70995
A6301-0653-00,305178.18319,2771376.81539
A6301-0654-00,306672.05374,2771379.65231
A6301-0655-00,307185.92439,2771366.87913
A6301-0656-00,306467.80853,2771363.92851
A6301-0657-00,306246.58627,2771368.29652
A6301-0658-00,306154.37292,2771363.04955
A6301-0659-00,307097.85606,2771357.28861
A6301-0660-00,306202.82804,2771353.47431
A6301-0661-00,306542.82824,2771352.40142
A6301-0662-00,306072.9015,2771351.26785
A6301-0663-00,305177.92481,2771351.12533
A6301-0664-00,307023.32331,2771349.94883
A6301-0665-00,305034.25697,2771347.15888
A6301-0666-00,306944.87484,2771338.5907
A6301-0667-00,305314.54507,2771335.23113
A6301-0668-00,307336.02052,2771332.99459
A6301-0669-00,306863.22876,2771324.91293
A6301-0670-00,304924.23391,2771323.98706
A6301-0671-00,306801.15275,2771317.37506
A6301-0672-00,306396.74272,2771313.39456
A6301-0673-00,306053.72628,2771316.67371
A6301-0674-00,305791.98631,2771313.67292
A6301-0675-00,305893.41468,2771313.12398
A6301-0676-00,305840.46597,2771312.05153
A6301-0677-00,305148.84667,2771310.67199
A6301-0678-00,305207.17159,2771312.01122
A6301-0679-00,306702.56589,2771310.49225
A6301-0680-00,305968.70882,2771309.22528
A6301-0681-00,306080.29569,2771303.18462
A6301-0682-00,306157.04637,2771306.9588
A6301-0683-00,306320.42505,2771301.08965
A6301-0684-00,306548.39033,2771295.35136
A6301-0685-00,306255.36607,2771291.34939
A6301-0686-00,307152.69319,2771295.36229
A6301-0687-00,306476.3847,2771286.4266
A6301-0688-00,306185.45366,2771282.91318
A6301-0689-00,304919.78381,2771274.75285
A6301-0690-00,306959.54651,2771274.70636
A6301-0691-00,305033.26983,2771266.96854
A6301-0692-00,306072.05153,2771262.09952
A6301-0693-00,306854.20903,2771260.48144
A6301-0694-00,305207.58395,2771257.78099
A6301-0695-00,305145.19526,2771258.27556
A6301-0696-00,305769.56872,2771256.24271
A6301-0697-00,305806.78724,2771255.02219
A6301-0698-00,305875.24925,2771254.39261
A6301-0699-00,307010.45123,2771253.09103
A6301-0700-00,306304.12665,2771251.04097
A6301-0701-00,305965.86946,2771249.68543
A6301-0702-00,306204.34485,2771242.92759
A6301-0703-00,306253.20407,2771241.68135
A6301-0704-00,306160.28994,2771236.48317
A6301-0705-00,306072.03267,2771231.17144
A6301-0706-00,306559.00144,2771231.28505
A6301-0707-00,306464.76522,2771220.88519
A6301-0708-00,305082.94299,2771217.96475
A6301-0709-00,306381.82239,2771212.78591
A6301-0710-00,305888.45171,2771208.00183
A6301-0711-00,306242.98281,2771206.67378
A6301-0712-00,304987.97315,2771207.07902
A6301-0713-00,305962.65509,2771203.85363
A6301-0714-00,306322.46291,2771202.19718
A6301-0715-00,305610.28563,2771198.49147
A6301-0716-00,306164.57503,2771196.53012
A6301-0717-00,305112.60659,2771195.82928
A6301-0718-00,304916.55069,2771197.62338
A6301-0719-00,306880.7711,2771197.00562
A6301-0720-00,306104.48015,2771190.70383
A6301-0721-00,305139.83792,2771188.28107
A6301-0722-00,306046.87485,2771187.51306
A6301-0723-00,305054.7269,2771176.89324
A6301-0724-00,306825.51531,2771177.9726
A6301-0725-00,306565.05104,2771176.31556
A6301-0726-00,305796.35742,2771174.33872
A6301-0727-00,306208.56513,2771171.79964
A6301-0728-00,305857.66872,2771170.15833
A6301-0729-00,305426.84649,2771170.6649
A6301-0730-00,306701.09329,2771177.51383
A6301-0731-00,305006.03808,2771168.60294
A6301-0732-00,306471.23088,2771165.10924
A6301-0733-00,305981.09062,2771161.9429
A6301-0734-00,305917.47829,2771157.25729
A6301-0735-00,305887.06342,2771157.35048
A6301-0736-00,305634.67313,2771153.37777
A6301-0737-00,306074.86192,2771152.73094
A6301-0738-00,306354.0093,2771150.59418
A6301-0739-00,305517.48547,2771149.09009
A6301-0740-00,305276.58653,2771148.15932
A6301-0741-00,305951.83246,2771144.8395
A6301-0742-00,306569.38036,2771141.49557
A6301-0743-00,304903.36092,2771138.45916
A6301-0744-00,305131.58065,2771133.78114
A6301-0745-00,306209.58453,2771134.7093
A6301-0746-00,305037.03409,2771127.16511
A6301-0747-00,305635.00882,2771126.78189
A6301-0748-00,305514.19432,2771124.8456
A6301-0749-00,306079.84246,2771117.1523
A6301-0750-00,306477.55908,2771115.20205
A6301-0751-00,306572.41125,2771114.19738
A6301-0752-00,305726.56331,2771114.95718
A6301-0753-00,305984.15322,2771105.51643
A6301-0754-00,306395.25891,2771104.51338
A6301-0755-00,304936.07718,2771095.84532
A6301-0756-00,305926.72394,2771100.81855
A6301-0757-00,306340.90748,2771097.01918
A6301-0758-00,306301.53819,2771092.72184
A6301-0759-00,305822.84086,2771087.45553
A6301-0760-00,305774.45688,2771087.65189
A6301-0761-00,305630.44806,2771090.2736
A6301-0762-00,305513.05596,2771090.50761
A6301-0763-00,305036.86654,2771085.89963
A6301-0764-00,306212.58568,2771082.03331
A6301-0765-00,306084.829,2771077.89497
A6301-0766-00,306483.59154,2771075.00613
A6301-0767-00,305649.19921,2771071.10211
A6301-0768-00,305525.67286,2771070.98159
A6301-0769-00,305113.59278,2771068.34171
A6301-0770-00,305145.20924,2771061.72563
A6301-0771-00,305877.14613,2771066.70942
A6301-0772-00,305426.83407,2771059.2861
A6301-0773-00,306575.97918,2771060.86858
A6301-0774-00,305909.84237,2771052.78997
A6301-0775-00,305349.63352,2771054.24508
A6301-0776-00,306088.20097,2771052.09282
A6301-0777-00,306409.9469,2771052.04934
A6301-0778-00,305975.39476,2771050.6303
A6301-0779-00,305239.24874,2771047.44676
A6301-0780-00,306484.66116,2771045.66094
A6301-0781-00,305633.3895,2771043.91542
A6301-0782-00,305036.0879,2771043.74317
A6301-0783-00,306338.70509,2771039.52948
A6301-0784-00,305725.84858,2771035.8222
A6301-0785-00,305515.70398,2771031.42612
A6301-0786-00,305802.49779,2771030.65221
A6301-0787-00,306215.51846,2771026.18624
A6301-0788-00,305239.25393,2771020.52374
A6301-0789-00,305633.53463,2771017.51035
A6301-0790-00,306093.7778,2771009.60796
A6301-0791-00,305975.48073,2771006.72361
A6301-0792-00,306487.1322,2771004.75114
A6301-0793-00,306410.13722,2770998.1505
A6301-0794-00,305240.21961,2770994.39414
A6301-0795-00,305633.49599,2770992.48948
A6301-0796-00,305130.93781,2770988.00131
A6301-0797-00,306330.33741,2770987.37984
A6301-0798-00,305515.55333,2770981.84139
A6301-0799-00,305773.38285,2770981.47772
A6301-0800-00,305979.16919,2770977.33361
A6301-0801-00,306237.19919,2770973.42526
A6301-0802-00,306195.61856,2770973.37026
A6301-0803-00,305632.94385,2770969.34379
A6301-0804-00,305239.97237,2770967.16974
A6301-0805-00,305830.63186,2770967.78294
A6301-0806-00,305905.45582,2770960.51111
A6301-0807-00,305724.32083,2770959.27069
A6301-0808-00,306100.29928,2770957.68726
A6301-0809-00,305632.73952,2770946.40424
A6301-0810-00,304993.03207,2770951.09593
A6301-0811-00,305984.13481,2770942.49126
A6301-0812-00,305237.07433,2770940.85483
A6301-0813-00,306356.49238,2770941.30994
A6301-0814-00,305795.08457,2770937.17989
A6301-0815-00,305515.27122,2770935.20212
A6301-0816-00,305350.23216,2770933.9573
A6301-0817-00,305426.86605,2770927.9692
A6301-0818-00,305632.41291,2770922.64046
A6301-0819-00,305131.74089,2770917.39116
A6301-0820-00,306106.05905,2770914.8021
A6301-0821-00,306221.21358,2770912.37657
A6301-0822-00,305880.39084,2770907.71594
A6301-0823-00,305194.81501,2770904.70973
A6301-0824-00,305265.77181,2770901.88965
A6301-0825-00,305989.60653,2770899.30576
A6301-0826-00,305809.53581,2770894.00028
A6301-0827-00,305665.12667,2770892.44341
A6301-0828-00,304953.92202,2770889.97413
A6301-0829-00,304905.02608,2770893.38428
A6301-0830-00,305515.84017,2770875.60812
A6301-0831-00,306110.4338,2770873.00968
A6301-0832-00,305596.71503,2770875.03964
A6301-0833-00,305723.10401,2770865.85757
A6301-0834-00,305916.15317,2770860.59094
A6301-0835-00,305815.81334,2770851.66658
A6301-0836-00,305994.38425,2770852.32012
A6301-0837-00,305652.52509,2770849.88652
A6301-0838-00,305812.13388,2770832.40777
A6302-0001-00,307514.77128,2771332.02659
A6302-0002-00,308090.2382,2771313.62571
A6302-0003-00,307761.83231,2771304.73052
A6302-0004-00,308235.57211,2771293.54443
A6302-0005-00,308401.30049,2771300.15632
A6302-0006-00,307617.17813,2771289.06761
A6302-0007-00,307689.49342,2771284.44179
A6302-0008-00,307717.93312,2771291.74548
A6302-0009-00,308507.20607,2771284.33092
A6302-0010-00,307515.1608,2771281.58035
A6302-0011-00,307431.50849,2771275.59375
A6302-0012-00,308431.30776,2771274.34232
A6302-0013-00,308063.44825,2771253.89998
A6302-0014-00,307886.71821,2771263.19692
A6302-0015-00,307514.28107,2771234.9792
A6302-0016-00,308398.28847,2771211.48331
A6302-0017-00,308062.19338,2771212.98082
A6302-0018-00,308149.50726,2771203.03207
A6302-0019-00,308218.07207,2771201.24146
A6302-0020-00,307934.96191,2771192.84687
A6302-0021-00,308483.99729,2771193.23146
A6302-0022-00,307614.16573,2771192.30688
A6302-0023-00,308327.20631,2771190.25045
A6302-0024-00,308061.65156,2771180.76631
A6302-0025-00,308397.74316,2771172.36815
A6302-0026-00,307759.11971,2771172.49471
A6302-0027-00,308534.3743,2771152.04977
A6302-0028-00,308061.13896,2771150.6513
A6302-0029-00,307358.68463,2771141.94161
A6302-0030-00,308159.62265,2771146.82409
A6302-0031-00,307258.46302,2771161.42959
A6302-0032-00,307478.30012,2771140.80247
A6302-0033-00,308434.92605,2771140.81886
A6302-0034-00,307615.30997,2771138.32433
A6302-0035-00,307702.19001,2771138.04201
A6302-0036-00,307860.8754,2771133.11076
A6302-0037-00,308044.06805,2771127.16134
A6302-0038-00,307891.99973,2771118.44854
A6302-0039-00,308426.814,2771117.51242
A6302-0040-00,308328.69607,2771112.99948
A6302-0041-00,308163.52968,2771111.00232
A6302-0042-00,308047.11766,2771106.02748
A6302-0043-00,308001.9046,2771095.5407
A6302-0044-00,307805.64572,2771097.87498
A6302-0045-00,308276.81424,2771097.53825
A6302-0046-00,308230.29392,2771098.58142
A6302-0047-00,308422.4065,2771096.0469
A6302-0048-00,307761.38976,2771086.92246
A6302-0049-00,307614.14972,2771083.59377
A6302-0050-00,308144.71841,2771083.38027
A6302-0051-00,307883.73235,2771083.45386
A6302-0052-00,308427.78133,2771074.32721
A6302-0053-00,307868.86166,2771069.16806
A6302-0054-00,308146.19344,2771062.05009
A6302-0055-00,307993.68661,2771051.59454
A6302-0056-00,308440.82312,2771049.93415
A6302-0057-00,306805.48457,2771027.4089
A6302-0058-00,307444.38446,2771045.56964
A6302-0059-00,307519.29275,2771044.23946
A6302-0060-00,307808.20415,2771034.83855
A6302-0061-00,307882.6361,2771032.88451
A6302-0062-00,308556.82522,2771031.37352
A6302-0063-00,308165.2754,2771025.77099
A6302-0064-00,308442.01566,2771024.68931
A6302-0065-00,307698.88308,2771018.13928
A6302-0066-00,307993.16993,2771022.26099
A6302-0067-00,308261.07585,2771020.18982
A6302-0068-00,307321.77111,2771015.37614
A6302-0069-00,308080.29591,2771015.52681
A6302-0070-00,307603.51834,2771019.21038
A6302-0071-00,307757.46009,2771002.67684
A6302-0072-00,307619.29074,2770994.17991
A6302-0073-00,308442.17392,2771001.61105
A6302-0074-00,308329.91528,2771001.57348
A6302-0075-00,307863.61349,2770995.71478
A6302-0076-00,308003.87294,2770993.07828
A6302-0077-00,307420.31986,2770987.11893
A6302-0078-00,308165.01649,2770987.97703
A6302-0079-00,307475.46045,2770987.863
A6302-0080-00,307532.27134,2770984.6239
A6302-0081-00,308442.26361,2770977.82892
A6302-0082-00,308560.40676,2770965.50065
A6302-0083-00,308260.99852,2770963.17815
A6302-0084-00,307928.90482,2770963.12606
A6302-0085-00,308145.55698,2770956.99073
A6302-0086-00,308443.06881,2770948.07713
A6302-0087-00,307605.33844,2770931.17465
A6302-0088-00,307848.50187,2770926.05229
A6302-0089-00,307313.42944,2770925.99135
A6302-0090-00,307417.02974,2770922.50202
A6302-0091-00,307483.62408,2770924.36664
A6302-0092-00,307865.66002,2770907.66768
A6302-0093-00,307965.9092,2770911.43238
A6302-0094-00,308030.83317,2770910.57489
A6302-0095-00,307226.66887,2770904.72458
A6302-0096-00,308100.33659,2770903.92562
A6302-0097-00,308183.74769,2770901.32519
A6302-0098-00,307669.03792,2770893.7046
A6302-0099-00,308356.61717,2770896.63448
A6302-0100-00,307754.95151,2770896.23169
A6302-0101-00,308468.06067,2770893.99051
A6302-0102-00,308589.13142,2770889.10293
A6302-0103-00,308250.7398,2770882.04155
A6302-0104-00,307574.51593,2770877.79828
A6302-0105-00,307509.27976,2770868.49369
A6302-0106-00,308274.36082,2770877.10965
A6302-0107-00,307861.97524,2770865.34779
A6302-0108-00,308000.79473,2770857.17303
A6302-0109-00,307431.93113,2770861.4465
A6302-0110-00,306815.50689,2770852.9284
A6302-0111-00,307851.93329,2770850.35298
A6302-0112-00,307279.13977,2770844.34893
A6302-0113-00,307195.32864,2770848.34476
A6302-0114-00,307340.30424,2770846.92408
A6302-0115-00,308111.47699,2770840.01869
A6302-0116-00,307455.17362,2770836.2019
A6302-0117-00,308194.58407,2770837.85217
A6302-0118-00,308250.39719,2770836.08025
A6302-0119-00,308357.2955,2770832.46304
A6302-0120-00,307223.89053,2770829.8173
A6302-0121-00,308564.93564,2770828.87651
A6302-0122-00,308629.90458,2770827.45484
A6302-0123-00,307998.23711,2770824.52739
A6302-0124-00,307602.33434,2770823.29092
A6302-0125-00,307822.18268,2770818.32111
A6302-0126-00,307898.06524,2770816.06946
A6302-0127-00,307692.49656,2770814.89368
A6302-0128-00,306828.59036,2770809.79073
A6302-0129-00,308001.3485,2770800.44396
A6302-0130-00,307032.49103,2770794.91995
A6302-0131-00,307463.08655,2770792.9962
A6302-0132-00,307165.19953,2770791.5921
A6302-0133-00,307275.16718,2770788.88525
A6302-0134-00,308083.63682,2770787.27868
A6302-0135-00,308132.98247,2770786.29343
A6302-0136-00,307856.34413,2770785.19213
A6302-0137-00,308199.41621,2770784.953
A6302-0138-00,307633.05113,2770782.49087
A6302-0139-00,307737.01299,2770779.19233
A6302-0140-00,307766.50683,2770778.70291
A6302-0141-00,307572.43612,2770776.1218
A6302-0142-00,308623.16006,2770772.76524
A6302-0143-00,306532.32238,2770773.87829
A6302-0144-00,308268.75221,2770767.67169
A6302-0145-00,307999.40764,2770767.4498
A6302-0146-00,307856.25174,2770763.83049
A6302-0147-00,306849.43147,2770762.38178
A6302-0148-00,308448.68778,2770752.36949
A6302-0149-00,308735.63765,2770751.21139
A6302-0150-00,307690.77665,2770748.64604
A6302-0151-00,307855.6554,2770742.51678
A6302-0152-00,307464.51078,2770740.69604
A6302-0153-00,308175.34101,2770740.13055
A6302-0154-00,307631.80361,2770738.13425
A6302-0155-00,306801.62204,2770736.74579
A6302-0156-00,307147.18556,2770733.88495
A6302-0157-00,307570.91792,2770732.1662
A6302-0158-00,307236.32767,2770733.79409
A6302-0159-00,308096.77834,2770730.86006
A6302-0160-00,308599.73577,2770729.55795
A6302-0161-00,307341.74867,2770729.26101
A6302-0162-00,308337.4984,2770737.2678
A6302-0163-00,307998.29185,2770727.92638
A6302-0164-00,307855.16252,2770722.09929
A6302-0165-00,306846.17965,2770713.77173
A6302-0166-00,308188.87789,2770714.0758
A6302-0167-00,308270.9952,2770710.23257
A6302-0168-00,308322.74481,2770708.93246
A6302-0169-00,308678.10993,2770704.19461
A6302-0170-00,307598.42194,2770702.41521
A6302-0171-00,308762.63274,2770701.00952
A6302-0172-00,307460.06111,2770699.95216
A6302-0173-00,307848.83687,2770687.40466
A6302-0174-00,307279.16488,2770678.06911
A6302-0175-00,307475.22211,2770682.80919
A6302-0176-00,307995.25893,2770680.6554
A6302-0177-00,307598.33971,2770679.53307
A6302-0178-00,308147.97601,2770674.91096
A6302-0179-00,307197.34566,2770669.93465
A6302-0180-00,308794.8023,2770671.70451
A6302-0181-00,308589.29786,2770675.47587
A6302-0182-00,308693.49757,2770666.82256
A6302-0183-00,307687.5899,2770669.87592
A6302-0184-00,306830.68856,2770666.16761
A6302-0185-00,307340.03705,2770659.30361
A6302-0186-00,307458.37763,2770656.83949
A6302-0187-00,307131.33784,2770655.40972
A6302-0188-00,307090.24408,2770649.10382
A6302-0189-00,307747.81817,2770647.18998
A6302-0190-00,307857.23891,2770644.66287
A6302-0191-00,307611.40547,2770645.70551
A6302-0192-00,306830.7415,2770640.63115
A6302-0193-00,306933.11919,2770643.61457
A6302-0194-00,308829.0914,2770638.49835
A6302-0195-00,307994.01544,2770633.03364
A6302-0196-00,308269.17835,2770632.09056
A6302-0197-00,308477.95005,2770630.42981
A6302-0198-00,308140.3697,2770629.38485
A6302-0199-00,308399.93783,2770628.17392
A6302-0200-00,307591.03514,2770619.41924
A6302-0201-00,308720.94616,2770624.89579
A6302-0202-00,307317.90206,2770618.49876
A6302-0203-00,307499.3188,2770619.04516
A6302-0204-00,307437.85537,2770610.96547
A6302-0205-00,307182.36343,2770610.57551
A6302-0206-00,308226.13563,2770600.84023
A6302-0207-00,307004.48381,2770604.25433
A6302-0208-00,306829.4198,2770598.75887
A6302-0209-00,307316.09362,2770597.50574
A6302-0210-00,307073.90174,2770595.24759
A6302-0211-00,307821.78167,2770594.89087
A6302-0212-00,306916.82143,2770592.51702
A6302-0213-00,307992.9258,2770590.72825
A6302-0214-00,308749.43951,2770589.99993
A6302-0215-00,308335.60458,2770588.32402
A6302-0216-00,308169.74205,2770589.56221
A6302-0217-00,308611.63828,2770587.85606
A6302-0218-00,307884.8482,2770581.13279
A6302-0219-00,308505.77708,2770580.24326
A6302-0220-00,308122.95166,2770575.33869
A6302-0221-00,307056.99854,2770569.07947
A6302-0222-00,308670.61831,2770567.34926
A6302-0223-00,306527.53084,2770568.36933
A6302-0224-00,307170.31847,2770567.99523
A6302-0225-00,308419.8996,2770573.34328
A6302-0226-00,307316.0912,2770564.658
A6302-0227-00,307460.27595,2770562.21897
A6302-0228-00,307687.05422,2770554.92826
A6302-0229-00,307992.34622,2770556.00671
A6302-0230-00,308774.37289,2770555.29344
A6302-0231-00,307844.13076,2770550.03835
A6302-0232-00,308896.6286,2770553.07952
A6302-0233-00,306915.81929,2770553.57683
A6302-0234-00,308997.90991,2770537.25687
A6302-0235-00,307594.25287,2770539.12563
A6302-0236-00,308169.71576,2770537.67463
A6302-0237-00,307315.49873,2770532.8094
A6302-0238-00,308233.81514,2770531.43815
A6302-0239-00,308510.0664,2770528.35683
A6302-0240-00,307158.9058,2770526.06549
A6302-0241-00,307038.00419,2770526.02223
A6302-0242-00,308092.50294,2770524.66973
A6302-0243-00,307418.76447,2770519.95012
A6302-0244-00,307493.54004,2770518.05097
A6302-0245-00,307999.93283,2770517.25595
A6302-0246-00,306880.75323,2770512.20982
A6302-0247-00,308796.72636,2770513.90998
A6302-0248-00,307314.15705,2770512.16114
A6302-0249-00,307814.65867,2770509.41998
A6302-0250-00,307891.2679,2770507.7112
A6302-0251-00,307745.13353,2770507.73868
A6302-0252-00,307961.4834,2770505.53939
A6302-0253-00,308680.13187,2770504.16948
A6302-0254-00,308171.36091,2770501.31253
A6302-0255-00,308526.88943,2770499.95556
A6302-0256-00,308265.12179,2770489.09116
A6302-0257-00,309133.90594,2770490.86889
A6302-0258-00,308369.09973,2770491.18004
A6302-0259-00,307008.45593,2770483.4484
A6302-0260-00,307077.67476,2770480.38192
A6302-0261-00,309038.67467,2770480.7151
A6302-0262-00,309092.58727,2770475.9639
A6302-0263-00,307172.69179,2770477.3417
A6302-0264-00,308536.54725,2770476.98337
A6302-0265-00,307313.49758,2770474.1895
