,統一編號,商業名稱,商業地址,登記狀態,Type
25479,14724202,朝華行,臺北市松山區敦化北路165巷15號,核准設立,餐廳餐館
25486,14724717,中研臭臭鍋店,臺北市南港區研究院路2段3之8號1樓,核准設立,餐廳餐館
25496,14725716,良益碗粿小吃店,臺北市士林區福港街109號1樓,核准設立,餐廳餐館
25498,14725764,田湘園小說出租店,臺北市松山區復興北路427巷18號1樓,核准設立,餐廳餐館
25513,14727025,芳家餐廳,臺北市大安區信義路4段136號,核准設立,餐廳餐館
25527,14728299,可可園早餐店,臺北市大安區羅斯福路3段251號1樓,核准設立,餐廳餐館
25528,14728306,希劍牛肉麵舖子,臺北市內湖區成功路4段212號1樓,核准設立,餐廳餐館
25530,14728501,祥雲客家小館,臺北市松山區南京東路5段23巷9弄4號1樓,核准設立,餐廳餐館
25548,14729945,新光饗喫麵餐坊,臺北市文山區新光路1段29號1樓,核准設立,餐廳餐館
25552,14730181,呷尚飽餐飲店,臺北市中山區天祥路6號1樓,核准設立,餐廳餐館
25557,14730540,家園北方小吃館,臺北市內湖區行善路25巷1弄15號1樓,核准設立,餐廳餐館
25575,14731554,珍贊小吃店,臺北市士林區至誠路2段23號1樓,核准設立,餐廳餐館
25578,14731610,尚介青小吃店,臺北市中正區中華路2段311巷16號,核准設立,餐廳餐館
25583,14731983,楓橋涮涮鍋店,臺北市內湖區金湖路360號1樓,核准設立,餐廳餐館
25590,14732441,湯品小吃店,臺北市中正區寧波西街87號之3(1樓),核准設立,餐廳餐館
25591,14732483,豪門海產店,臺北市大同區大龍街156號1樓,核准設立,餐廳餐館
25600,14732998,極鮮食品行,臺北市文山區指南路2段127號1樓,核准設立,餐廳餐館
25619,14734460,潘蜜拉義麵舖,臺北市士林區天玉街2號1樓,核准設立,餐廳餐館
25627,14735778,佳順自助餐店,臺北市松山區八德路3段12巷5弄18號1樓,核准設立,餐廳餐館
25629,14735947,頤園素食小館,臺北市內湖區內湖路1段91巷6號,核准設立,餐廳餐館
25649,14738557,丼之家餐坊,臺北市松山區民生東路4段82號1樓,核准設立,餐廳餐館
25704,14742686,小蜜蜂豆花專賣店,臺北市中山區合江街14號,核准設立,餐廳餐館
25729,14744045,圓環頂小吃店,臺北市大同區涼州街1之16號1樓,核准設立,餐廳餐館
25736,14744262,山東老王豆漿店,臺北市內湖區成功路4段338號,核准設立,餐廳餐館
25737,14744426,正義川菜餐廳,臺北市萬華區康定路25巷39之1號,核准設立,餐廳餐館
25802,14749034,一心小吃店,臺北市北投區大同街43號1樓,核准設立,餐廳餐館
27051,15038601,小樂沙茶火鍋店,臺北市萬華區西寧南路90巷3號,核准設立,餐廳餐館
27625,15631223,函香雲南坊,臺北市松山區南京東路3段335巷5之1號,核准設立,餐廳餐館
27653,15633860,小文小吃店,臺北市中山區民生東路1段86號,核准設立,餐廳餐館
27679,15635620,立農快餐店,臺北市北投區公館路423巷12號之1,核准設立,餐廳餐館
27702,15637676,阿榮小吃店,臺北市中正區重慶南路1段13號1樓、開封街1段29號1樓,核准設立,餐廳餐館
27729,15639273,阿誠小吃店,臺北市信義區忠孝東路4段559巷16弄7號1樓,核准設立,餐廳餐館
27757,15641236,長旺燒臘店,臺北市北投區實踐街20號1樓,核准設立,餐廳餐館
27774,15642663,靖安美食坊,臺北市中山區八德路2段269號1樓,核准設立,餐廳餐館
27775,15642777,天饌齋小吃店,臺北市信義區松德路247號1樓,核准設立,餐廳餐館
27790,15643847,九二刀削麵館,臺北市松山區三民路154號,核准設立,餐廳餐館
27796,15644022,永俐餐飲店,臺北市松山區撫遠街304號1樓,核准設立,餐廳餐館
27809,15644923,阿根早點店,臺北市內湖區金湖路3號1樓,核准設立,餐廳餐館
27815,15645205,玲記小吃店,臺北市內湖區金湖路17號1樓,核准設立,餐廳餐館
27822,15645520,冠品小吃店,臺北市北投區中央北路3段13號,核准設立,餐廳餐館
27853,15647359,荔星舫餐坊,臺北市文山區興隆路1段112號1樓,核准設立,餐廳餐館
27855,15647549,韓味韓式豆腐鍋店,臺北市中山區農安街245號1樓,核准設立,餐廳餐館
27880,15649856,北台灣第一香小吃店,臺北市士林區延平北路5段148號1樓,核准設立,餐廳餐館
27890,15650380,輝旺旺燒臘店,臺北市大安區安居街2號1樓,核准設立,餐廳餐館
27931,15653422,堡蒂早餐店,臺北市萬華區長順街26號1樓,核准設立,餐廳餐館
27949,15658931,活醉蝦小吃店,臺北市信義區松山路515巷2弄19號,核准設立,餐廳餐館
27966,15660818,東富樓美味小吃店,臺北市中正區羅斯福路2段10號1樓,核准設立,餐廳餐館
27979,15661507,廣成小吃店,臺北市大安區杭州南路2段73號1樓,核准設立,餐廳餐館
27995,15662506,金雞排骨店,臺北市萬華區寶興街47號,核准設立,餐廳餐館
28029,15665166,劉山東小吃店,臺北市中正區開封街1段14巷2號1樓,核准設立,餐廳餐館
28039,15665813,御美來來涼麵店,臺北市內湖區康樂街73號,核准設立,餐廳餐館
28046,15666257,阿芬食品行,臺北市信義區光復南路417巷219號,核准設立,餐廳餐館
28051,15667137,美濃現作刀切牛肉麵館,臺北市大同區西寧北路19之2號,核准設立,餐廳餐館
28072,15668537,加貝爾廚藝餐坊,臺北市中山區北安路837號,核准設立,餐廳餐館
28082,15669058,亞宏食坊,臺北市北投區中和街242號1樓,核准設立,餐廳餐館
28091,15669705,東陽飯包店,臺北市大同區長安西路232號1樓,核准設立,餐廳餐館
28543,15774452,好聚會海鮮小吃,臺北市北投區大同街349號,核准設立,餐廳餐館
28784,15845914,佳味香小吃店,臺北市萬華區西寧南路70號地下之22,核准設立,餐廳餐館
28785,15855497,億群餐廳,臺北市萬華區三水街106巷2號1樓,核准設立,餐廳餐館
28870,17076931,芳琳小吃店,臺北市內湖區內湖路1段311號1樓,核准設立,餐廳餐館
28880,17080533,旺旺鋪雙人煮商店,臺北市大安區忠孝東路4段97號4樓,核准設立,餐廳餐館
28882,17081293,伍柒玖牛肉麵店,臺北市信義區吳興街245號1樓,核准設立,餐廳餐館
28883,17081630,分水嶺音樂餐坊,臺北市大安區文昌街123號1樓,核准設立,餐廳餐館
28931,17092968,布查花園餐飲店,臺北市大安區金華街199巷1弄1號1樓,核准設立,餐廳餐館
29241,17255385,公園餡餅粥小吃店,臺北市信義區虎林街164巷19號,核准設立,餐廳餐館
29245,17257258,慶貓餐廳,臺北市中山區林森北路159巷44號,核准設立,餐廳餐館
29261,17262323,錦香陳家涼麵店,臺北市松山區南京東路5段123巷29號1樓,核准設立,餐廳餐館
29273,17268017,希臘左巴小吃店,臺北市大安區羅斯福路3段283巷7弄16號1樓,核准設立,餐廳餐館
29283,17269472,吉園葡小吃店,臺北市北投區竹子湖路26號,核准設立,餐廳餐館
29287,17269888,京園素食館,臺北市中山區松江路330巷22號1樓,核准設立,餐廳餐館
29315,17274340,育珊燒腊店,臺北市內湖區內湖路1段437巷4弄8號1樓,核准設立,餐廳餐館
29317,17274398,鼎工小吃坊,臺北市松山區敦化北路155巷11號1樓,核准設立,餐廳餐館
29917,17515312,草山文化溫泉餐廳,臺北市北投區行義路260巷1號,核准設立,餐廳餐館
29936,17519817,欽豪商行,臺北市大安區復興南路2段151巷37號,核准設立,餐廳餐館
29942,17522209,新富小吃店,臺北市大安區安和路2段186號1樓,核准設立,餐廳餐館
29943,17522453,元素飲食坊,臺北市中山區農安街35之1號1樓,核准設立,餐廳餐館
29953,17524972,香玲飲酒店,臺北市萬華區廣州街223巷7號1樓,核准設立,餐廳餐館
29958,17525851,阿才商行,臺北市北投區磺港路18號,核准設立,餐廳餐館
29974,17529792,榮震小吃店,臺北市南港區忠孝東路5段801號1樓,核准設立,餐廳餐館
29976,17530475,我的義大利義式餐坊,臺北市松山區敦化北路50巷19號1樓,核准設立,餐廳餐館
29981,17530756,亨奇食品器具行,臺北市北投區明德路277號1樓,核准設立,餐廳餐館
29984,17530897,伊億通小吃店,臺北市中山區伊通街66之4號1樓,核准設立,餐廳餐館
29989,17534649,伊通麵館,臺北市中山區伊通街41之1號1樓,核准設立,餐廳餐館
29994,17537603,好菜場担擔麵,臺北市文山區興隆路1段225號1樓,核准設立,餐廳餐館
30002,17542205,九震餐館,臺北市中山區雙城街21號地下1樓,核准設立,餐廳餐館
30015,17549241,良美鵝肉小吃店,臺北市南港區忠孝東路6段294號,核准設立,餐廳餐館
30035,17554757,池鄉快餐店,臺北市中正區中華路2段385號,核准設立,餐廳餐館
30356,17741485,金芳客家小館,臺北市松山區南京東路5段250巷2弄5號1樓,核准設立,餐廳餐館
30359,17742766,諾貝爾美食店,臺北市大安區敦化南路1段329巷10號1樓,核准設立,餐廳餐館
30376,17748874,二子山拉麵部屋,臺北市士林區中山北路6段738號,核准設立,餐廳餐館
30387,17751820,金鱻蝦捲店,臺北市文山區興隆路2段197號,核准設立,餐廳餐館
30388,17752222,金葉雲南小館,臺北市松山區八德路2段366巷45弄3號1樓,核准設立,餐廳餐館
30390,17753123,老溫大餛飩麵店,臺北市文山區興隆路3段112巷1號,核准設立,餐廳餐館
30399,17755662,林家南港炒牛肉店,臺北市南港區興東街7之1號,核准設立,餐廳餐館
30403,17755966,萬美全自助餐店,臺北市萬華區康定路189號1樓,核准設立,餐廳餐館
30409,17756971,風雅築養生舒活館,臺北市中正區青島東路4之7號1樓,核准設立,餐廳餐館
30445,17765346,巷子義大利麵鋪,臺北市松山區民生東路5段144巷4號,核准設立,餐廳餐館
30446,17765388,蕭記小吃店,臺北市大同區延平北路3段77號1樓,核准設立,餐廳餐館
30450,17765887,泓億小吃店,臺北市中山區興安街78之13號1樓,核准設立,餐廳餐館
30455,17766669,貝斯特咖啡館,臺北市內湖區瑞光路76巷47號,核准設立,餐廳餐館
30480,17772542,頂香早餐店,臺北市萬華區昆明街297之5號,核准設立,餐廳餐館
31600,18086198,韓中小吃店,臺北市大安區忠孝東路4段181巷50號1樓,核准設立,餐廳餐館
31608,18087627,喝坐棧小吃店,臺北市士林區大北路28號1樓,核准設立,餐廳餐館
31619,18088983,建國小吃店,臺北市大安區建國南路1段350號1樓,核准設立,餐廳餐館
31621,18089033,阿輝鵝肉小吃店,臺北市大安區和平東路3段308巷28號,核准設立,餐廳餐館
31632,18090257,佳香全自助餐店,臺北市大同區延平北路3段25號1樓,核准設立,餐廳餐館
31650,18092831,陳記專業麵線店,臺北市萬華區和平西路3段166號,核准設立,餐廳餐館
31652,18093326,府城排骨飯館,臺北市大安區富陽街138號1樓,核准設立,餐廳餐館
31676,18096604,十二燒小吃店,臺北市大安區延吉街62巷6弄2號1樓,核准設立,餐廳餐館
31682,18097370,翔贊小吃店,臺北市北投區竹子湖路31之1號,核准設立,餐廳餐館
31728,18103226,金菠蘿複合餐坊,臺北市士林區天母東路8巷27之5號,核准設立,餐廳餐館
31734,18103794,凱紅小吃店,臺北市中山區中原街127號1樓,核准設立,餐廳餐館
31742,18104323,民生泰小吃店,臺北市松山區北寧路36號1樓,核准設立,餐廳餐館
31745,18104528,青島排骨小吃店,臺北市中正區青島東路3之3號1樓,核准設立,餐廳餐館
32385,18263573,呆呆煲小吃店,臺北市士林區德行東路190巷3號1樓,核准設立,餐廳餐館
32976,18376746,和記小吃店,臺北市士林區天母東路8巷27之1號,核准設立,餐廳餐館
33022,18381712,雙連鵝肉小舘,臺北市大同區民生西路171巷2號,核准設立,餐廳餐館
33047,18385007,好吉米餐盒店,臺北市內湖區環山路1段63號,核准設立,餐廳餐館
33057,18385787,金英小吃店,臺北市士林區天母東路8巷27之7號1樓,核准設立,餐廳餐館
33065,18386358,傳統阿婆甜不辣店,臺北市大安區延吉街131巷41號1樓,核准設立,餐廳餐館
33075,18387146,五福小吃店,臺北市萬華區萬大路322巷78號,核准設立,餐廳餐館
33092,18388320,遠億小吃店,臺北市北投區裕民一路40巷7號1樓,核准設立,餐廳餐館
33099,18389030,香港富記燒臘店,臺北市士林區德行東路127號1樓,核准設立,餐廳餐館
33105,18389708,河岸留言音樂咖啡屋,臺北市中正區羅斯福路3段244巷2號地下層,核准設立,餐廳餐館
33114,18391198,好味屋小吃店,臺北市內湖區瑞光路277號1樓,核准設立,餐廳餐館
33166,18398832,民芳小吃店,臺北市松山區三民路139號1樓,核准設立,餐廳餐館
33170,18399332,茗人茶坊,臺北市士林區通河街139號,核准設立,餐廳餐館
33171,18399810,漢奇肉羹店,臺北市北投區光明路56號,核准設立,餐廳餐館
33178,18400577,樂華小吃店,臺北市內湖區內湖路1段591巷6號,核准設立,餐廳餐館
33179,18400719,源味軒小吃店,臺北市內湖區金龍路75號,核准設立,餐廳餐館
33182,18401560,續緣軒,臺北市萬華區三水街137號1、2樓,核准設立,餐廳餐館
33192,18403645,青軒餐坊,臺北市大安區安和路2段8號1樓,核准設立,餐廳餐館
33202,18405643,秉豐企業社,臺北市萬華區峨眉街28號5樓,核准設立,餐廳餐館
33214,18407950,戀的回憶小吃店,臺北市萬華區西寧南路70號地下12、13,核准設立,餐廳餐館
33221,18408439,葉味香企業社,臺北市中正區北平西路6號9樓之6,核准設立,餐廳餐館
33252,18412567,第一早餐店,臺北市中正區林森南路2之1號1樓,核准設立,餐廳餐館
33255,18413952,北投老又新牛肉麵店,臺北市內湖區成功路4段204號,核准設立,餐廳餐館
33551,18644601,自生食堂,臺北市大安區建國南路1段198號,核准設立,餐廳餐館
35797,20479439,巴黎布雷斯特麵包坊,臺北市大安區金華街243巷25號,核准設立,餐廳餐館
38042,21700438,愛知味小吃店,臺北市中正區牯嶺街28號,核准設立,餐廳餐館
38044,21700752,巧果子美食坊,臺北市士林區美崙街78號1樓,核准設立,餐廳餐館
38063,21701990,一心麵店,臺北市大安區杭州南路2段61之24號1樓,核准設立,餐廳餐館
38071,21702273,黃記魯肉飯小吃店,臺北市中山區中山北路2段183巷28號,核准設立,餐廳餐館
38072,21702365,花果喫茶坊,臺北市松山區南京東路3段335巷21之6號1樓,核准設立,餐廳餐館
38081,21703224,麥亨堡早餐店,臺北市中山區松江路23號之3、1樓,核准設立,餐廳餐館
38084,21703863,大中華粥麵館,臺北市中山區長安東路2段129巷5號,核准設立,餐廳餐館
38096,21704574,人人素食麵館,臺北市中山區一江街56號1樓,核准設立,餐廳餐館
38105,21705068,福珍小吃店,臺北市大同區華陰街42之13號1樓,核准設立,餐廳餐館
38116,21705617,有志壹同小吃店,臺北市信義區吳興街284巷20弄26號1樓,核准設立,餐廳餐館
38117,21706030,愛加倍小舖,臺北市文山區萬美街1段19巷5之1號1樓,核准設立,餐廳餐館
38122,21708993,黃永發商店,臺北市萬華區三水街90號1樓,核准設立,餐廳餐館
